Stany magazynowe towarów: na dzień 2026-09-07	
Kod towaru		nazwa towaru		jm		stan	cena	wartość		
09S15/109 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 9x1850x3050 F/W heksa plus szara/ciemny brąz		m2		1777,1311	27,42	48736,70		
09S15/109 F/WH+ grey/d.br. SRT		Sklejka liściasta antypoślizgowa 9x1850x3050 F/W heksa plus szara/ciemny brąz		m2		0	0,00	0,00		
09S15/11 F/W		Sklejka liściasta antypoślizgowa 9x1525x3050 F/W		m2		9,3333	32,39	302,28		
09S15/11 F/W H+		Sklejka liściasta antypoślizgowa 9x1525x3050 F/W Heksa plus		m2		0	0,00	0,00		
09S15/11 F/WH+ black		Sklejka liściasta antypoślizgowa 9x1525x3050 F/W Heksa plus czarna		m2		0	0,00	0,00		
09S15/11 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 9x1525x3050 Heksa Plus szara/ciemny brąz		m2		0	0,00	0,00		
09S15/113 F/W grey/d.br.		Sklejka liściasta antypoślizgowa 9x1830x3660 F/W szara/ciemny brąz		m2		0	0,00	0,00		
09S15/12 F/W		Sklejka liściasta antypoślizgowa 9x1500x3000 F/W		m2		0	0,00	0,00		
09S15/12 F/W srt		Sklejka liściasta antypoślizgowa 9x1500x3000 F/W		m2		0	0,00	0,00		
09S15/120 F/W		Sklejka liściasta antypoślizgowa 9x1850x3340 F/W		m2		142,1111	32,60	4632,80		
09S15/120 F/WH+		Sklejka liściasta antypoślizgowa 9x1850x3340 Heksa Plus brązowa		m2		0	0,00	0,00		
09S15/120 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 9x1850x3340 Heksa Plus szara/brązowa		m2		0	0,00	0,00		
09S15/26 F/W		Sklejka liściasta antypoślizgowa 9x2150x1250 F/W		m2		175,0736	43,43	7603,48		
09S15/26 F/W grey/d.br.		Sklejka liściasta antypoślizgowa 9x2150x1250 F/W grey/d.br.		m2		129	38,61	4980,38		
09S15/26 F/W H+		Sklejka liściasta antypoślizgowa 9x2150x1250 F/W heksa plus		m2		0	0,00	0,00		
09S15/26 F/W H+ multigrey/d.br.		Sklejka liściasta antypoślizgowa multigrey/d.br. 9x2150x1250 F/W Heksa plus		m2		0	0,00	0,00		
09S15/26 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa s.grey/d.br. 9x2150x1250 F/W Heksa plus		m2		18,7778	35,49	666,51		
09S15/27 F/W		Sklejka liściasta antypoślizgowa 9x2150x3850 F/W		m2		0	0,00	0,00		
09S15/27 F/W grey/d.br.		Sklejka liściasta antypoślizgowa 9x2150x3850 F/W szara/ciemny brąz		m2		206,8889	19,17	3965,31		
09S15/27 F/W H+ grey/d.br		Sklejka liściasta antypoślizgowa 9x2150x3850 heksa plus szara/ciemny brąz		m2		115,8888	32,38	3752,26		
09S15/27 F/W Heksa plus		Sklejka liściasta antypoślizgowa 9x2150x3850 F/W heksa plus		m2		0	0,00	0,00		
09S15/27 F/WH+ grey		Sklejka liściasta antypoślizgowa 9x2150x3850 Heksa plus szara		m2		0	0,00	0,00		
09S15/28 F/W		Sklejka liściasta antypoślizgowa 9x1525x3000 F/W		m2		0	0,00	0,00		
09S15/29 F/W		Sklejka liściasta antypoślizgowa 9x1250x3050 F/W		m2		0	0,00	0,00		
09S15/56 F/W		Sklejka liściasta antypoślizgowa 9x1525x2750 F/W		m2		0	0,00	0,00		
09S15/57 F/W		Sklejka liściasta antypoślizgowa 9x2150x3340 F/W		m2		0	0,00	0,00		
09S15/57 F/W grey/d.br.		Sklejka liściasta antypoślizgowa 9x2150x3340 F/W szara/ciemny brąz		m2		0	0,00	0,00		
09S15/57 F/W H+		Sklejka liściasta antypoślizgowa 9x2150x3340 F/W heksa plus		m2		0	0,00	0,00		
09S15/57 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 9x2150x3340 F/W heksa plus szara/ciemny brąz		m2		0	0,00	0,00		
09S15/60 F/W		Sklejka liściasta antypoślizgowa 9x1250x2750 F/W		m2		0	0,00	0,00		
09S15/62 F/W		Sklejka liściasta antypoślizgowa 9x2150x3050 F/W		m2		0	0,00	0,00		
09S15/62 F/WH+		Sklejka liściasta antypoślizgowa 9x2150x3050 F/W heksa plus		m2		0	0,00	0,00		
09S15/62 F/Wh+ grey		Sklejka liściasta antypoślizgowa 9x2150x3050 F/WW heksa plus szara		m2		0	0,00	0,00		
09S15/62 F/WH+ grey/d.br		Sklejka liściasta antypoślizgowa 9x2150x3050 F/W heksa plus szara/ciemny brąz		m2		0	0,00	0,00		
09S15/63 F/WH+		Sklejka liściasta antypoślizgowa 9x1250x2700 F/W heksa plus		m2		0	0,00	0,00		
09S15/65 F/W		Sklejka liściasta antypoślizgowa 9x1525x2150 F/W		m2		0	0,00	0,00		
09S15/69 F/W		Sklejka liściasta antypoślizgowa 9x2150x1525 F/W		m2		32,7778	31,63	1036,84		
09S15/69 F/WH+		Sklejka liściasta antypoślizgowa 9x2150x1525 F/W heksa plus		m2		0	0,00	0,00		
09S15/69 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 9x2150x1525 F/W heksa plus szara/brązowa		m2		0	0,00	0,00		
09S15/75 F/W		Sklejka liściasta antypoślizgowa 9x2150x4000 F/W		m2		0	0,00	0,00		
09s15/75 F/WH+		Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus		m2		0	0,00	0,00		
09S15/75 F/WH+ grey		Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus szara		m2		0	0,00	0,00		
09S15/75 F/WH+ grey/d.br		Sklejka liściasta antypoślizgowa 9x2150x4000 F/W heksa plus szara/ciemny brąz		m2		0	0,00	0,00		
09S15/76 F/W		Sklejka liściasta antypoślizgowa 9x1525x3660 F/W		m2		0	0,00	0,00		
09S15/76 F/W grey/d.br.		Sklejka liściasta antypoślizgowa 9x1525x3660 F/W grey/d.br.		m2		0	0,00	0,00		
09S15/76 F/W H+		Sklejka liściasta antypoślizgowa 9x1525x3660 F/W Heksa plus		m2		200,8889	31,58	6345,02		
09S15/77 F/W		Sklejka liściasta antypoślizgowa 9x2290x4000 F/W		m2		0	0,00	0,00		
09S15/90 F/W		Sklejka liściasta antypoślizgowa 9x1525x3340 F/W		m2		0	0,00	0,00		
09S15/94 F/W		Sklejka liściasta antypoślizgowa 9x1250x3660 F/W FSC Mix Credit SGSCH-COC-009690		m2		0	0,00	0,00		
09S15/98 F/W		Sklejka liściasta antypoślizgowa 9x1250x3340 F/W FSC Mix Credit SGSCH-COC-009690		m2		0	0,00	0,00		
09S15/xcut		sklejka liściasta WD, gr. 9 mm, foliowana		m2		0	0,00	0,00		
09S15/xcut F/W		Sklejka liściasta antypoślizgowa 9x1800x3450 F/W		m2		0	0,00	0,00		
09S16/05 W/W		Sklejka liściasta antypoślizgowa 9x1250x2500 W/W		m2		0	0,00	0,00		
09S18/02		Sklejka liściasta suchotrwała 9x1525x1525 CP/C		m2		0	0,00	0,00		
09S18/02 E		Sklejka liściasta wodoodporna 9x1525x1525 CP/C		m2		0	0,00	0,00		
09S18/03 E		Sklejka liściasta wodoodporna 9x1220x2440 CP/C		m2		0	0,00	0,00		
09S18/04 E		Sklejka liściasta wodoodporna 9x2440x1220 CP/C		m2		0	0,00	0,00		
09S18/05 E		Sklejka liściasta wodoodporna 9x1250x2500 CP/C		m2		0	0,00	0,00		
09S18/06 E		Sklejka liściasta wodoodporna 9x2500x1250 CP/C		m2		0	0,00	0,00		
09S18/07 E		Sklejka liściasta wodoodporna 9x1500x2500 CP/C		m2		0	0,00	0,00		
09S18/11 E		Sklejka liściasta wodoodporna 9x1525x3050 CP/C		m2		0	0,00	0,00		
09S18/12 E		Sklejka liściasta wodoodporna 9x1500x3000 CP/C		m2		0	0,00	0,00		
09S20/05 F/BB grey		Sklejka liściasta foliowana 9x1250x2500 F/BB grey		m2		0	0,00	0,00		
09S22/02		Sklejka liściasta suchotrwała 9x1525x1525 BB/C		m2		0	0,00	0,00		
09S22/04 E		Sklejka liściasta wodoodporna 9x2440x1220 BB/C		m2		0	0,00	0,00		
09S22/05 E		Sklejka liściasta wodoodporna 9x1250x2500 BB/C		m2		0	0,00	0,00		
09S22/05 RP		Sklejka radiata pine BB/CC 9x1250x2500		m2		0	0,00	0,00		
09S22/06 E		Sklejka liściasta wodoodporna 9x2500x1250 BB/C		m2		0	0,00	0,00		
09S22/11 E		Sklejka liściasta wodoodporna 9x1525x3050 BB/C		m2		0	0,00	0,00		
09S22/115 E		Sklejka liściasta wodoodporna 9x1540x3065 BB/C		m2		0	0,00	0,00		
09S22/12 E		Sklejka liściasta wodoodporna 9x1500x3000 BB/C		m2		0	0,00	0,00		
09S24/03 WG/H+ grey		Sklejka liściasta antypoślizgowa 9x1220x2440 heksa plus szara		m2		0	0,00	0,00		
09S24/05 W/WG		Sklejka liściasta antypoślizgowa 9x1250x2500 W/WG		m2		203,125	48,36	9822,75		
09S31/03		Płyta OSB3 9x1220x2440		m2		0	0,00	0,00		
10S02/02		Sklejka liściasta suchotrwała 10x1525x1525 B/BB		m2		0	0,00	0,00		
10S04/02		Sklejka liściasta suchotrwała 10x1525x1525 BB/BB		m2		0	0,00	0,00		
10S04/05 E		Sklejka liściasta wodoodporna 10x1250x2500 BB/BB		m2		0	0,00	0,00		
10S04/05 MR T		Sklejka topolowa suchotrwała bielona 10x1250x2500 BB/BB		m2		0	0,00	0,00		
10S04/06 E		Sklejka liściasta wodoodporna 10x2500x1250 BB/BB		m2		0	0,00	0,00		
10S05/02		Sklejka liściasta suchotrwała 10x1525x1525 BB/CP		m2		0	0,00	0,00		
10S05/05 E		Sklejka liściasta wodoodporna 10x1250x2500 BB/CP		m2		0	0,00	0,00		
10S05/06 E		Sklejka liściasta wodoodporna 10x2500x1250 BB/CP		m2		790,1835	51,14	40413,65		
10S07/02		Sklejka liściasta suchotrwała 10x1525x1525 CP/CP		m2		0	0,00	0,04		
10S07/02 E		Sklejka liściasta wodoodporna 10x1525x1525 CP/CP		m2		0	0,00	0,00		
10S07/05 E		Sklejka liściasta wodoodporna 10x1250x2500 CP/CP		m2		0	0,00	0,00		
10S09/05 E		Sklejka liściasta wodoodporna 10x1250x2500 WG/WG		m2		0	0,00	0,00		
10S10/02		Sklejka liściasta suchotrwała 10x1525x1525 C/C		m2		0	0,00	0,00		
10S10/02 E		Sklejka liściasta wodoodporna 10x1525x1525 C/C		m2		0	0,00	0,00		
10S10/05 E S2S		Sklejka liściasta wodoodporna 10x1250x2500 C/C S2S		m2		0	0,00	0,00		
10S11/03 PQ		Sklejka liściasta suchotrwała 10x1220x2440		m2		0	0,00	0,00		
10S11/26 PQ-F		Sklejka liściasta foliowana 10x2150x1250		m2		161,1	22,81	3675,17		
10S14/05 F/W		Sklejka liściasta antypoślizgowa 10x1250x2500 F/W		m2		0	0,00	0,00		
10S14/05 F/WH+		Sklejka liściasta antypoślizgowa 10x1250x2500 F/W heksa plus		m2		0	0,00	0,00		
10S15/07 F/WH+ grey/d.br.		Sklejka liściasta antypoślizgowa 10x1500x2500 Heksa Plus szara/brązowa		m2		0	0,00	0,00		
10S16/05 W/W		Sklejka liściasta antypoślizgowa 10x1250x2500 W/W		m2		0	0,00	0,00		
10S18/02		Sklejka liściasta suchotrwała 10x1525x1525 CP/C		m2		0	0,00	0,00		
10S18/02 E		Sklejka liściasta wodoodporna 10x1525x1525 CP/C		m2		0	0,00	0,00		
10S18/05 E		Sklejka liściasta wodoodporna 10x1250x2500 CP/C		m2		0	0,00	0,00		
10S18/06 E		Sklejka liściasta wodoodporna 10x2500x1250 CP/C		m2		0	0,00	0,00		
10S22/02		Sklejka liściasta suchotrwała 10x1525x1525 BB/C		m2		0	0,00	0,00		
10S22/05 E		Sklejka liściasta wodoodporna 10x1250x2500 BB/C		m2		0	0,00	0,00		
10S22/06 E		Sklejka liściasta wodoodporna 10x2500x1250 BB/C		m2		0	0,00	0,00		
10S31/05		Płyta OSB3 10x1250x2500		m2		0	0,00	0,00		
10S35/05 T		Sklejka topolowa 10x1250x2500 BB/CC		m2		0	0,00	0,00		
114S07/117 E		Sklejka liściasta wodoodporna 11,4x1250x3075mm		m2		0	0,00	0,00		
12,7S04/09		Sklejka liściasta suchotrwała 12x1525x2500 BB/BB		m2		0	0,00	0,00		
124S07/06 E		Sklejka liściasta wodoodporna 12,4x2500x1250 CP/CP		m2		0	0,00	0,00		
127S06/09 MR		Sklejka liściasta suchotrwała 12,7x1525x2500 BB/WG		m2		0	0,00	0,00		
127S09/05 E		Sklejka liściasta wodoodporna 12,7x1250x2500		m2		0	0,00	0,00		
127S11/05 E S2S		Sklejka liściasta wodoodporna 12,7x1250x2500 S2S KILO		m2		0	0,00	0,00		
12S02/02		Sklejka liściasta suchotrwała 12x1525x1525 B/BB		m2		0	0,00	0,00		
12S02/04 E		Sklejka liściasta wodoodporna 12x2440x1220 B/BB		m2		0	0,00	0,00		
12S02/05 E		Sklejka liściasta wodoodporna 12x1250x2500 B/BB		m2		0	0,00	0,00		
12S02/06 E		Sklejka liściasta wodoodporna 12x2500x1250 B/BB		m2		0	0,00	0,00		
12S03/04 E		Sklejka liściasta wodoodporna 12x2440x1220mm S/BB		m2		0	0,00	0,00		
12S04/02		Sklejka liściasta suchotrwała 12x1525x1525 BB/BB		m2		0	0,00	0,00		
12S04/03 E		Sklejka liściasta wodoodporna 12x1220x2440 BB/BB		m2		0	0,00	0,00		
12S04/03 MR		Sklejka liściasta suchotrwała 12x1220x2440 BB/BB		m2		0	0,00	0,00		
12S04/04 E		Sklejka liściasta wodoodporna 12x2440x1220 BB/BB		m2		0	0,00	0,00		
12S04/04 E IGL		sklejka iglasta, gr. 12x2440x1220		m2		0	0,00	0,00		
12S04/05 E		Sklejka liściasta wodoodporna 12x1250x2500 BB/BB		m2		0	0,00	0,00		
12S04/05 MR		Sklejka liściasta suchotrwała 12x1250x2500 BB/BB		m2		465,7499	55,18	25697,80		
12S04/05 MR T		Sklejka topolowa 12x1250x2500 BB/BB		m2		0	0,00	0,00		
12S04/06 E		Sklejka liściasta wodoodporna 12x2500x1250 BB/BB		m2		100	57,28	5727,96		
12S04/07 MR		Sklejka liściasta suchotrwała 12x1500x2500 BB/BB		m2		90	52,74	4746,76		
12S04/09 MR		Sklejka liściasta suchotrwała 12x1525x2500 BB/BB		m2		114,4166	54,74	6263,56		
12S04/11 E		Sklejka liściasta wodoodporna 12x1525x3050 BB/BB		m2		0	0,00	0,00		
12S04/11 MR		Sklejka liściasta suchotrwała 12x1525x3050 BB/BB		m2		0	0,00	0,00		
12S04/115 E		Sklejka liściasta wodoodporna 12x1540x3065 BB/BB		m2		0	0,00	0,00		
12S04/12 E		Sklejka liściasta wodoodporna 12x1500x3000 BB/BB		m2		0	0,00	0,00		
12S04/22 MR		Sklejka liściasta suchotrwała 12x1525x2440 BB/BB		m2		0	0,00	0,00		
12S04/60 E		Sklejka liściasta wodoodporna 12x1250x2750 BB/BB		m2		0	0,00	0,00		
12S05/02		Sklejka liściasta suchotrwała 12x1525x1525 BB/CP		m2		0	0,00	0,00		
12S05/03		Sklejka liściasta wodoodporna 12x1220x2440 BB/CP		m2		0	0,00	0,00		
12S05/04 E		Sklejka liściasta wodoodporna 12x2440x1220 BB/CP		m2		0	0,00	0,00		
12S05/05 E		Sklejka liściasta wodoodporna 12x1250x2500 BB/CP		m2		392,6204	55,83	21921,39		
12S05/06 E		Sklejka liściasta wodoodporna 12x2500x1250 BB/CP		m2		0	0,00	0,00		
12S05/06 E BX		Sklejka iglasta wodoodporna 12x2500x1250 BX		m2		0	0,00	0,00		
12S05/115 E		Sklejka liściasta wodoodporna 12x1540x3065 BB/CP		m2		0	0,00	0,00		
12S05/12 E		Sklejka liściasta wodoodporna 12x1500x3000 BB/CP		m2		283,4914	36,00	10205,69		
12S06/03 E		Sklejka liściasta wodoodporna 12x1220x2440 BB/WG		m2		0	0,00	0,00		
12S06/03 MR		Sklejka liściasta suchotrwała 12x1220x2440 BB/WG		m2		0	0,00	0,00		
12S06/04 E		Sklejka liściasta wodoodporna 12x2440x1220 BB/WG		m2		2232,4118	50,65	113076,27		
12S06/05 E		Sklejka liściasta wodoodporna 12x1250x2500 BB/WG		m2		871,4481	49,69	43304,07		
12S06/05 MR		Sklejka liściasta suchotrwała 12x1250x2500 BB/WG		m2		225	48,99	11023,44		
12S06/06 E		Sklejka liściasta wodoodporna 12x2500x1250 BB/WG		m2		252,9926	50,52	12781,30		
12S06/06 E FSC Mix Credit		Sklejka liściasta wodoodporna 12x2500x1250 BB/WG FSC Mix Credit SGSCH-COC-009690		m2		1965,5561	54,25	106626,24		
12S06/07 MR		Sklejka liściasta 12x1500x2500 BB/WG		m2		56,25	51,54	2899,05		
12S06/09 MR		Sklejka liściasta suchotrwała 12x1525x2500 BB/WG		m2		491,8331	45,37	22313,40		
12S06/11 E		Sklejka liściasta wodoodporna 12x1525x3050 BB/WG		m2		27,7468	48,97	1358,74		
12S06/12 E		Sklejka liściasta wodoodporna 12x1500x3000 BB/WG		m2		67,4965	49,12	3315,51		
12S06/12 MR		Sklejka liściasta suchotrwała 12x1500x3000 BB/WG		m2		0	0,00	0,00		
12S06/27 E		Sklejka liściasta wodoodporna 12x2150x3850 BB/WG		m2		0	0,00	0,00		
12S06/29 E		Sklejka liściasta wodoodporna 12x1250x3050 BB/WG		m2		0	0,00	0,00		
12S06/60 E		Sklejka liściasta wodoodporna 12x1250x2750 BB/WG		m2		0	0,00	0,00		
12S06/75 E		Sklejka liściasta wodoodporna 12x2150x4000 BB/WG		m2		0	0,00	0,00		
12S07/02		Sklejka liściasta suchotrwała 12x1525x1525 CP/CP		m2		0	0,00	0,00		
12S07/02 E		Sklejka liściasta wodoodporna 12x1525x1525 CP/CP		m2		0	0,00	0,00		
12S07/04 E		Sklejka liściasta wodoodporna 12x2440x1220 CP/CP		m2		0	0,00	0,00		
12S07/05 E		Sklejka liściasta wodoodporna 12x1250x2500 CP/CP		m2		2249,9052	52,03	117067,75		
12S07/06 E		Sklejka liściasta wodoodporna 12x2500x1250 CP/CP		m2		0	0,00	0,00		
12S07/09 E		Sklejka liściasta wodoodporna 12x1525x2500 CP/CP		m2		0	0,00	0,00		
12S07/11 E		Sklejka liściasta wodoodporna 12x1525x3050 CP/CP		m2		0	0,00	0,00		
12S07/12 E		Sklejka liściasta wodoodporna 12x1500x3000 CP/CP		m2		0	0,00	0,00		
12S08/05 E		Sklejka liściasta wodoodporna 12x1250x2500 WGE/WGE		m2		0	0,00	0,00		
12S08/06 E		Sklejka liściasta wodoodporna 12x2500x1250 WGE/WGE		m2		0	0,00	0,00		
12S09/03 E		Sklejka liściasta wodoodporna 12x1220x2440 WG/WG		m2		0	0,00	0,03		
12S09/04 E		Sklejka liściasta wodoodporna 12x2440x1220 WG/WG		m2		511,9998	43,27	22154,90		
12S09/05 E		Sklejka liściasta wodoodporna 12x1250x2500 WG/WG		m2		193,6501	40,64	7870,67		
12S09/05 MR		Sklejka liściasta suchotrwała 12x1250x2500 WG/WG		m2		0	0,00	0,00		
12S09/06 E		Sklejka liściasta wodoodporna 12x2500x1250 WG/WG		m2		468,7498	42,76	20043,97		
12S09/09 MR		Sklejka brzozowa suchotrwała 12x1525x2500 WG/WG		m2		251,625	43,24	10879,28		
12S09/109 E PEFC		Sklejka liściasta wodoodporna 12x1850x3050 WG/WG PEFC 100%		m2		0	0,00	0,00		
12S09/11 E		Sklejka liściasta wodoodporna 12x1525x3050 WG/WG		m2		4,6667	41,01	191,39		
12S09/12 E		Sklejka liściasta wodoodporna 12x1500x3000 WG/WG		m2		0	0,00	0,00		
12S09/23 E		Sklejka liściasta wodoodporna 12x1500x2700 WG/WG		m2		0	0,00	0,00		
12S09/27 E		Sklejka liściasta wodoodporna 12x2150x3850 WG/WG		m2		0	0,00	0,00		
12S09/39 E		Sklejka liściasta wodoodporna 12x1220x2500 WG/WG		m2		124,9966	39,94	4992,15		
12S09/60 E		Sklejka liściasta wodoodporna 12x1250x2750 WG/WG		m2		0	0,00	0,00		
12S09/DKG1 E		sklejka liściasta WD, gr. 12 mm, średnica 800 mm,		m2		0	0,00	0,00		
12S09/DKG2 E		sklejka liściasta WD, gr. 12 mm, średnica 800 mm,		m2		0	0,00	0,00		
12S09/DKG3 E		sklejka liściasta WD, gr. 12 mm, średnica 400 mm,		m2		0	0,00	0,00		
12S09/DKG4 E		sklejka liściasta WD, gr. 12 mm, średnica 400 mm,		m2		0	0,00	0,00		
12S10/02		Sklejka liściasta suchotrwała 12x1525x1525 C/C		m2		0	0,00	0,00		
12S10/02 E		Sklejka liściasta wodoodporna 12x1525x1525 C/C		m2		0	0,00	0,00		
12S10/03 E		Sklejka liściasta wodoodporna 12x1220x2440 C/C		m2		0	0,00	0,00		
12S10/03 E S2S		Sklejka liściasta wodoodporna 12x1220x2440 C/C S2S		m2		0	0,00	0,00		
12S10/03 E TB		Sklejka bintangor/topola 12x1220x2440 C/C		m2		0	0,00	0,00		
12S10/03 MR T		Sklejka topolowa suchotrwała 12x1220x2440 C/C		m2		0	0,00	0,00		
12S10/04 E		Sklejka liściasta wodoodporna 12x2440x1220 C/C		m2		0	0,00	0,00		
12S10/04 E EP		Sklejka elliotis pine 12x2440x1220 C+/C		m2		0	0,00	0,00		
12S10/04 E S2S		Sklejka liściasta wodoodporna 12x2440x1220 C/C S2S		m2		0	0,00	0,00		
12S10/05 E		Sklejka liściasta wodoodporna 12x1250x2500 C/C		m2		1418,6414	32,75	46455,82		
12S10/05 E S2S		Sklejka liściasta wodoodporna 12x1250x2500 C/C S2S		m2		384,3155	40,85	15700,00		
12S10/05 E TB		Sklejka bintangor/topola 12x1250x2500 C/C		m2		0	0,00	0,00		
12S10/06 E		Sklejka liściasta wodoodporna 12x2500x1250 C/C		m2		0	0,00	0,00		
12S10/06 E EP		Sklejka iglasta wodoodporna 12x2500x1250 CX		m2		0	0,00	0,00		
12S10/06 E S2S		Sklejka liściasta wodoodporna 12x2500x1250 C/C S2S		m2		0	0,00	0,00		
12S10/07 E		Sklejka liściasta wodoodporna 12x1500x2500 C/C		m2		0	0,00	0,00		
12S10/07 E S2S		Sklejka liściasta wodoodporna 12x1500x2500 C/C S2S		m2		0	0,00	0,00		
12S10/08 E		Sklejka liściasta wodoodporna 12x2500x1500 C/C		m2		0	0,00	0,00		
12S10/09 E		Sklejka liściasta wodoodporna 12x1525x2500 C/C		m2		0	0,00	0,00		
12S10/10 E		Sklejka liściasta wodoodporna 12x2500x1525 C/C		m2		0	0,00	0,00		
12S10/11 E		Sklejka liściasta wodoodporna 12x1525x3050 C/C		m2		734,7292	45,92	33742,27		
12S10/11 E S2S		Sklejka liściasta wodoodporna 12x1525x3050 C/C		m2		0	0,00	0,00		
12S10/12		Sklejka liściasta brzozowa 12x1500x3000 C/C		m2		0	0,00	0,00		
12S10/12 E		Sklejka liściasta wodoodporna 12x1500x3000 C/C		m2		202,4999	30,60	6196,50		
12S10/12 E FSC		Sklejka liściasta wodoodporna 12x1500x3000 C/C FSC 100% SGSCH-COC-009690		m2		1561,5005	51,12	79823,91		
12S10/12 E S2S		Sklejka liściasta wodoodporna 12x1500x3000 C/C S2S		m2		0	0,00	0,00		
12S10/42 E		Sklejka liściasta wodoodporna 12x1500x1500 C/C		m2		0	0,00	0,00		
12S11/02 E S2S		Sklejka liściasta wodoodporna 12x1525x1525 S2S		m2		0	0,00	0,00		
12S11/03 E		Sklejka liściasta wodoodporna 12x1220x2440		m2		0	0,00	0,00		
12S11/03 E PQ		Sklejka liściasta wodoodporna 12x1220x2440		m2		0	0,00	0,00		
12S11/03 PQ		Sklejka liściasta foliowana 12x1220x2440		m2		0	0,00	0,00		
12S11/03 PQ F		Sklejka liściasta foliowana 12x1220x2440		m2		0	0,00	0,00		
12S11/04 E		Sklejka liściasta wodoodporna 12x2440x1220		m2		0	0,00	0,00		
12S11/05 E		Sklejka liściasta wodoodporna 12x1250x2500		m2		0	0,00	0,00		
12S11/05 E PQ		Sklejka liściasta wodoodporna 12x1250x2500		m2		0	0,00	0,00		
12S11/05 PQ F		Sklejka liściasta wodoodporna 12x1250x2500		m2		0	0,00	0,00		
12S11/05 PQ/PQ		Sklejka liściasta foliowana 12x1250x2500		m2		0	0,00	0,00		
12S11/07 E		Sklejka liściasta wodoodporna 12x1500x2500		m2		0	0,00	0,00		
12S11/07 PQ		Sklejka liściasta wodoodporna 12x1500x2500		m2		0	0,00	0,00		
12S11/07 PQ F		Sklejka liściasta foliowana 12x1500x2500		m2		0	0,00	0,00		
12S11/09 E		Sklejka liściasta wodoodporna 12x1525x2500		m2		0	0,00	0,00		
12S11/09 PQ		Sklejka liściasta wodoodporna 12x1525x2500		m2		0	0,00	0,00		
12S11/09 PQ F		Sklejka liściasta wodoodporna 12x1525x2500		m2		0	0,00	0,00		
12S11/106 PQ F		Sklejka foliowana wodoodporna 12x1850x1220		m2		0	0,00	0,00		
12S11/11 E		Sklejka liściasta wodoodporna 12x1525x3050		m2		0	0,00	0,00		
12S11/11 PQ		Sklejka liściasta wodoodporna 12x1525x3050		m2		0	0,00	0,00		
12S11/11 PQ F		Sklejka liściasta wodoodporna 12x1525x3050		m2		0	0,00	0,00		
12S11/12 E		Sklejka liściasta wodoodporna 12x1500x3000		m2		0	0,00	0,00		
12S11/12 PQ		Sklejka liściasta wodoodporna 12x1500x3000		m2		4,5	10,96	49,33		
12S11/12 PQF		Sklejka liściasta foliowana 12x1500x3000		m2		0	0,00	0,00		
12S11/26 E		Sklejka liściasta wodoodporna 12x2150x1250		m2		0	0,00	0,00		
12S11/26 PQ		Sklejka liściasta wodoodporna 12x2150x1250		m2		0	0,00	0,00		
12S11/26 PQ F		Sklejka liściasta foliowana 12x2150x1250		m2		0	0,00	0,00		
12S11/29 E S2S		Sklejka liściasta wodoodporna 12x1250x3050 S2S		m2		0	0,00	0,00		
12S11/30 PQ		Sklejka liściasta foliowana 12x1250x3000		m2		0	0,00	0,00		
12S11/56 E S2S		Sklejka liściasta wodoodporna 12x1525x2750 S2S		m2		0	0,00	0,00		
12S11/56 PQ		Sklejka liściasta wodoodporna 12x1525x2750		m2		0	0,00	0,00		
12S11/56 PQ F		Sklejka liściasta wodoodporna 12x1525x2750 PQ F		m2		0	0,00	0,00		
12S11/60 E S2S		Sklejka liściasta wodoodporna 12x1250x2750 S2S		m2		0	0,00	0,00		
12S11/64 PQ F		Sklejka liściasta wodoodporna 12x1200x2400		m2		0	0,00	0,00		
12S11/65 PQ		Sklejka liściasta wodoodporna 12x1525x2150 Folia		m2		0	0,00	0,00		
12S11/65 PQF		Sklejka liściasta foliowana 12x1525x2150		m2		0	0,00	0,00		
12S11/69 E		Sklejka liściasta wodoodporna 12x2150x1525		m2		0	0,00	0,00		
12S11/69 E PQ		Sklejka liściasta wodoodporna 12x2150x1525		m2		0	0,00	0,00		
12S11/69 PQ F		Sklejka liściasta foliowana 12x2150x1525		m2		0	0,00	0,00		
12S11/76 E		Sklejka liściasta wodoodporna 12x1525x3660		m2		0	0,00	0,00		
12S11/76 PQ		Sklejka liściasta wodoodporna 12x1525x3660		m2		0	0,00	0,00		
12S11/76 PQ-F		Sklejka liściasta foliowana 12x1525x3660		m2		0	0,00	0,00		
12S11/90 PQF		Sklejka liściasta wodoodporna 12x1525x3340		m2		0	0,00	0,00		
12S11/96 E		Sklejka liściasta wodoodporna 12x1850x1525		m2		0	0,00	0,00		
12S11/96 PQ		Sklejka liściasta wodoodporna 12x1850x1525		m2		0	0,00	0,00		
12S12/03 F/F black		Sklejka liściasta foliowana 12x1220x2440 F/F czarna		m2		0	0,00	0,00		
12S12/03 F/F green		Sklejka liściasta foliowana 12x1220x2440 F/F zielona		m2		0	0,00	0,00		
